i, Z, Z dot, Z dot dot, Min Z dot dot L, Min Z dot dot L i, Maz Z dot dot, Maz Z dot dot i, Min Z dot dot R, Min Z dot dot R i
661, 27.6862, -0.000724569, -0.000504777, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
662, 27.6869, 0.000776723, 0.00150129, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
663, 27.6877, 0.000776723, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
664, 27.689, 0.00127964, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
665, 27.6893, 0.000275671, -0.00100397, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
666, 27.6881, -0.0012219, -0.00149757, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
667, 27.6863, -0.00172295, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
668, 27.6851, -0.00122003, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
669, 27.6839, -0.00122376, -3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
670, 27.6827, -0.0012219, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
671, 27.6824, -0.000223517, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
672, 27.6827, 0.000277534, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
673, 27.684, 0.00127777, 0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
674, 27.6868, 0.0027772, 0.00149943, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
675, 27.691, 0.00427477, 0.00149757, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
676, 27.6968, 0.00577793, 0.00150315, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
677, 27.7036, 0.00677817, 0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
678, 27.7109, 0.00727549, 0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
679, 27.7182, 0.00727922, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
680, 27.7244, 0.00627711, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
681, 27.7272, 0.00277534, -0.00350177, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
682, 27.7275, 0.000279397, -0.00249594, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
683, 27.7273, -0.000223517, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
684, 27.725, -0.00222214, -0.00199862, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
685, 27.7208, -0.00422262, -0.00200048, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
686, 27.7166, -0.00422262, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
687, 27.7119, -0.00472367, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
688, 27.7092, -0.00272132, 0.00200234, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
689, 27.7084, -0.000722706, 0.00199862, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
690, 27.7097, 0.00127591, 0.00199862, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
691, 27.711, 0.00127964, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
692, 27.7123, 0.00127591, -3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
693, 27.713, 0.000776723, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
694, 27.7128, -0.000221655, -0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
695, 27.7111, -0.00172295, -0.00150129, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
696, 27.7089, -0.002224, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
697, 27.7067, -0.00221841, 5.58794e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
698, 27.7039, -0.00272319, -0.000504777, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
699, 27.7017, -0.002224, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
700, 27.6995, -0.00222214, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
701, 27.6983, -0.0012219, 0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
702, 27.699, 0.000776723, 0.00199862, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
703, 27.7003, 0.00127777, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
704, 27.7026, 0.00227615, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
705, 27.7054, 0.0027772, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
706, 27.7082, 0.00277907, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
707, 27.7104, 0.00227615, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
708, 27.7132, 0.0027772, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
709, 27.716, 0.00277907, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
710, 27.7188, 0.00277348, -5.58794e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
711, 27.721, 0.00227802, -0.000495464, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
712, 27.7238, 0.00277907, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
713, 27.7261, 0.00227615, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
714, 27.7289, 0.0027772, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
715, 27.7316, 0.0027772, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
716, 27.7344, 0.0027772, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
717, 27.7372, 0.0027772, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
718, 27.74, 0.00277907, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
719, 27.7423, 0.00227615, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
720, 27.7445, 0.00227615, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
721, 27.7473, 0.00277907, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
722, 27.7501, 0.0027772, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
723, 27.7529, 0.00277534, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
724, 27.7546, 0.00177883, -0.000996515, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
725, 27.7554, 0.000776723, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
726, 27.7562, 0.000776723, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
727, 27.7555, -0.000720844, -0.00149757, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
728, 27.7527, -0.00272319, -0.00200234, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
729, 27.75, -0.00272319, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
730, 27.7463, -0.00372157, -0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
731, 27.7431, -0.00322424, 0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
732, 27.7414, -0.00172295, 0.00150129, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
733, 27.7406, -0.000720844, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
734, 27.7399, -0.000722706, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
735, 27.7402, 0.000275671, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
736, 27.7415, 0.00127964, 0.00100397, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
737, 27.7432, 0.00177696, 0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
738, 27.745, 0.0017751, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
739, 27.7463, 0.00127777, -0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
740, 27.7476, 0.00127777, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
741, 27.7494, 0.00177696, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
742, 27.7511, 0.00177696, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
743, 27.7539, 0.00277907, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
744, 27.7577, 0.00377558, 0.000996515, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
745, 27.7615, 0.00377744, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
746, 27.7662, 0.00477768, 0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
747, 27.7715, 0.00527687, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
748, 27.7763, 0.00477768, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
749, 27.7796, 0.00327826, -0.00149943, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
