i, Z, Z dot, Z dot dot, Min Z dot dot L, Min Z dot dot L i, Maz Z dot dot, Maz Z dot dot i, Min Z dot dot R, Min Z dot dot R i
392, 15.841, -0.0947192, 0.0010021, -0.0145007, 275, 0.00400096, 380, -0.00200234, 385
393, 15.7467, -0.09422, 0.000499189, -0.0145007, 275, 0.00400096, 380, -0.00200234, 385
394, 15.6555, -0.0912175, 0.00300258, -0.0145007, 275, 0.00400096, 380, -0.00200234, 385
395, 15.5683, -0.0872202, 0.00399724, -0.0145007, 275, 0.00400096, 380, -0.00200234, 385
396, 15.4816, -0.086721, 0.000499189, -0.0145007, 275, 0.00400096, 380, -0.00200234, 385
397, 15.3924, -0.089217, -0.00249594, -0.0145007, 275, 0.00400096, 380, -0.00249594, 397
398, 15.3046, -0.0877231, 0.00149384, -0.0145007, 275, 0.00400096, 380, -0.00249594, 397
399, 15.2174, -0.0872202, 0.000502914, -0.0145007, 275, 0.00400096, 380, -0.00249594, 397
400, 15.1287, -0.0887178, -0.00149757, -0.0145007, 275, 0.00400096, 380, -0.00249594, 397
401, 15.0365, -0.0922158, -0.00349805, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
402, 14.9433, -0.0932217, -0.00100583, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
403, 14.847, -0.0962205, -0.00299886, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
404, 14.7483, -0.0987202, -0.00249967, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
405, 14.6506, -0.0977218, 0.000998378, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
406, 14.5524, -0.0982173, -0.000495464, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
407, 14.4522, -0.100218, -0.00200048, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
408, 14.3504, -0.101723, -0.00150502, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
409, 14.2512, -0.0992157, 0.00250712, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
410, 14.152, -0.0992194, -3.72529e-06, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
411, 14.0523, -0.0997186, -0.000499189, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
412, 13.9511, -0.10122, -0.00150129, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
413, 13.8499, -0.101216, 3.72529e-06, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
414, 13.7491, -0.100721, 0.000495464, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
415, 13.6484, -0.100721, 0, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
416, 13.5482, -0.100218, 0.000502914, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
417, 13.448, -0.100225, -7.45058e-06, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
418, 13.3493, -0.0987165, 0.00150874, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
419, 13.2505, -0.0987165, 0, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
420, 13.1533, -0.0972226, 0.00149384, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
421, 13.0576, -0.0957176, 0.00150502, -0.0145007, 275, 0.00400096, 380, -0.00349805, 401
422, 12.9689, -0.0887178, 0.00699982, -0.0145007, 275, 0.00699982, 422, 0.00699982, 422
423, 12.8937, -0.0752211, 0.0134967, -0.0145007, 275, 0.0134967, 423, 0.0134967, 423
424, 12.8374, -0.0562221, 0.018999, -0.0145007, 275, 0.018999, 424, 0.018999, 424
425, 12.8092, -0.0282191, 0.028003, -0.0145007, 275, 0.028003, 425, 0.028003, 425
426, 12.815, 0.0057742, 0.0339933, -0.0145007, 275, 0.0339933, 426, 0.0339933, 426
427, 12.8523, 0.037279, 0.0315048, -0.0145007, 275, 0.0339933, 426, 0.0315048, 427
428, 12.919, 0.0667721, 0.0294931, -0.0145007, 275, 0.0339933, 426, 0.0294931, 428
429, 13.0098, 0.0907779, 0.0240058, -0.0145007, 275, 0.0339933, 426, 0.0240058, 429
430, 13.1176, 0.107773, 0.0169948, -0.0145007, 275, 0.0339933, 426, 0.0169948, 430
431, 13.2379, 0.120275, 0.0125021, -0.0145007, 275, 0.0339933, 426, 0.0125021, 431
432, 13.3651, 0.127267, 0.00699237, -0.0145007, 275, 0.0339933, 426, 0.00699237, 432
433, 13.4874, 0.122275, -0.00499189, -0.0145007, 275, 0.0339933, 426, -0.00499189, 433
434, 13.5997, 0.112277, -0.00999868, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
435, 13.7075, 0.107769, -0.0045076, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
436, 13.8112, 0.103775, -0.00399351, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
437, 13.911, 0.0997745, -0.00400096, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
438, 14.0113, 0.100274, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
439, 14.1126, 0.101276, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
440, 14.2103, 0.0977777, -0.00349805, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
441, 14.3081, 0.0977702, -7.45058e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
442, 14.4084, 0.100274, 0.0025034, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
443, 14.5082, 0.0997745, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
444, 14.6074, 0.0992715, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
445, 14.7077, 0.100277, 0.00100583, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
446, 14.806, 0.0982732, -0.00200421, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
447, 14.9067, 0.100773, 0.00249967, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
448, 15.012, 0.105273, 0.00450015, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
449, 15.1173, 0.105277, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
450, 15.2206, 0.103269, -0.00200793, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
451, 15.3228, 0.102278, -0.000990927, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
452, 15.4236, 0.100777, -0.00150129, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
453, 15.5244, 0.100769, -7.45058e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
454, 15.6202, 0.0957772, -0.00499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
455, 15.7104, 0.090275, -0.00550225, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
456, 15.8012, 0.0907704, 0.000495464, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
457, 15.8935, 0.0922754, 0.00150502, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
458, 15.9858, 0.0922792, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
459, 16.0785, 0.0927709, 0.000491738, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
460, 16.1748, 0.0962745, 0.00350364, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
461, 16.2746, 0.0997726, 0.00349805, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
462, 16.3784, 0.103774, 0.00400096, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
463, 16.4846, 0.106273, 0.00249967, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
464, 16.5894, 0.104774, -0.00149943, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
465, 16.6887, 0.0992734, -0.00550039, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
466, 16.785, 0.0962745, -0.00299886, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
467, 16.8807, 0.0957754, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
468, 16.974, 0.093272, -0.0025034, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
469, 17.0658, 0.0917763, -0.0014957, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
470, 17.1591, 0.0932738, 0.00149757, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
471, 17.2518, 0.0927728, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
472, 17.3441, 0.0922754, -0.000497326, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
473, 17.4394, 0.0952743, 0.00299886, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
474, 17.5376, 0.0982732, 0.00299886, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
475, 17.6339, 0.0962745, -0.00199862, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
476, 17.7252, 0.0912733, -0.0050012, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
477, 17.8155, 0.090275, -0.000998378, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
478, 17.9072, 0.0917744, 0.00149943, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
479, 18, 0.0927728, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
480, 18.0938, 0.0937749, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
481, 18.1906, 0.0967756, 0.00300072, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
482, 18.2863, 0.0957735, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
483, 18.3826, 0.0962727, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
484, 18.4869, 0.104276, 0.00800379, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
485, 18.5937, 0.106772, 0.00249594, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
486, 18.6969, 0.103274, -0.00349805, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
487, 18.7972, 0.100274, -0.00300072, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
488, 18.898, 0.100773, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
489, 18.9973, 0.0992734, -0.00149943, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
490, 19.096, 0.0987761, -0.000497326, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
491, 19.1958, 0.0997745, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
492, 19.2926, 0.0967719, -0.00300258, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
493, 19.3864, 0.0937749, -0.002997, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
494, 19.4801, 0.093773, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
495, 19.5759, 0.0957754, 0.00200234, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
496, 19.6707, 0.0947751, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
497, 19.7625, 0.0917725, -0.00300258, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
498, 19.8542, 0.0917744, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
499, 19.948, 0.0937749, 0.00200048, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
500, 20.0418, 0.093773, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
501, 20.1355, 0.0937749, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
502, 20.2313, 0.0957754, 0.00200048, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
503, 20.3276, 0.0962727, 0.000497326, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
504, 20.4249, 0.0972729, 0.00100024, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
505, 20.5216, 0.0967775, -0.000495464, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
506, 20.6179, 0.0962727, -0.000504777, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
507, 20.7157, 0.097774, 0.00150129, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
508, 20.818, 0.102274, 0.00450015, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
509, 20.9192, 0.101274, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
510, 21.0185, 0.0992715, -0.00200234, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
511, 21.1178, 0.0992771, 5.58794e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
512, 21.2171, 0.0992734, -3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
513, 21.3158, 0.0987723, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
514, 21.4141, 0.0982732, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
515, 21.5094, 0.0952762, -0.002997, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
516, 21.6037, 0.0942741, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
517, 21.7014, 0.0977721, 0.00349805, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
518, 21.8017, 0.100276, 0.0025034, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
519, 21.902, 0.100274, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
520, 22.0013, 0.0992734, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
521, 22.102, 0.100777, 0.00150315, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
522, 22.2053, 0.103272, 0.00249594, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
523, 22.3081, 0.102773, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
524, 22.4079, 0.0997745, -0.00299886, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
525, 22.5066, 0.0987723, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
526, 22.6044, 0.0977758, -0.000996515, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
527, 22.7002, 0.0957735, -0.00200234, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
528, 22.7954, 0.0952743, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
529, 22.8912, 0.0957735, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
530, 22.988, 0.0967756, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
531, 23.0858, 0.097774, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
532, 23.185, 0.0992715, 0.00149757, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
533, 23.2843, 0.0992753, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
534, 23.3836, 0.0992734, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
535, 23.4849, 0.101274, 0.00200048, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
536, 23.5866, 0.101775, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
537, 23.6854, 0.0987742, -0.00300072, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
538, 23.7832, 0.0977721, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
539, 23.8835, 0.100276, 0.0025034, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
540, 23.9842, 0.100775, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
541, 24.086, 0.101773, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
542, 24.1888, 0.102775, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
543, 24.2911, 0.102272, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
544, 24.3893, 0.0982732, -0.0039991, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
545, 24.4871, 0.0977758, -0.000497326, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
546, 24.5844, 0.0972748, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
547, 24.6812, 0.0967719, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
548, 24.7784, 0.0972748, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
549, 24.8747, 0.0962727, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
550, 24.968, 0.0932757, -0.002997, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
551, 25.0597, 0.0917744, -0.00150129, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
552, 25.1585, 0.0987742, 0.00699982, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
553, 25.2623, 0.103772, 0.00499748, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
554, 25.3631, 0.100775, -0.002997, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
555, 25.4638, 0.100777, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
556, 25.5626, 0.0987723, -0.00200421, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
557, 25.6594, 0.0967737, -0.00199862, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
558, 25.7582, 0.0987742, 0.00200048, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
559, 25.8599, 0.101773, 0.00299886, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
560, 25.9587, 0.0987761, -0.002997, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
561, 26.0575, 0.0987723, -3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
562, 26.1598, 0.102274, 0.00350177, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
563, 26.2575, 0.097774, -0.00450015, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
564, 26.3533, 0.0957735, -0.00200048, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
565, 26.4506, 0.0972748, 0.00150129, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
566, 26.5474, 0.0967756, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
567, 26.6431, 0.0957716, -0.00100397, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
568, 26.7424, 0.0992734, 0.00350177, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
569, 26.8397, 0.0972766, -0.00199676, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
570, 26.9355, 0.0957735, -0.00150315, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
571, 27.0362, 0.100773, 0.00499934, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
572, 27.139, 0.102775, 0.00200234, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
573, 27.2383, 0.0992734, -0.00350177, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
574, 27.3311, 0.0927746, -0.00649877, -0.0145007, 275, 0.0339933, 426, -0.00999868, 434
575, 27.4133, 0.0822749, -0.0104997, -0.0145007, 275, 0.0339933, 426, -0.0104997, 575
576, 27.4821, 0.0687744, -0.0135005, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
577, 27.5394, 0.0572745, -0.0115, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
578, 27.5852, 0.0457764, -0.0114981, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
579, 27.6174, 0.0322759, -0.0135005, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
580, 27.6377, 0.0202768, -0.0119992, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
581, 27.6495, 0.0117775, -0.00849925, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
582, 27.6563, 0.00677817, -0.00499934, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
583, 27.6605, 0.00427663, -0.00250153, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
584, 27.6638, 0.00327826, -0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
585, 27.6661, 0.00227615, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
586, 27.6679, 0.00177696, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
587, 27.6686, 0.000776723, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
588, 27.6679, -0.000720844, -0.00149757, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
589, 27.6662, -0.00172295, -0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
590, 27.665, -0.00122376, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
591, 27.6643, -0.000720844, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
592, 27.664, -0.000223517, 0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
593, 27.6643, 0.000275671, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
594, 27.6646, 0.000279397, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
595, 27.6664, 0.00177696, 0.00149757, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
596, 27.6691, 0.00277534, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
597, 27.6729, 0.00377931, 0.00100397, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
598, 27.6752, 0.00227615, -0.00150315, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
599, 27.676, 0.000776723, -0.00149943, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
600, 27.6763, 0.000279397, -0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
601, 27.676, -0.000223517, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
602, 27.6753, -0.000722706, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
603, 27.6746, -0.000722706, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
604, 27.6729, -0.00172295, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
605, 27.6711, -0.00172295, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
606, 27.6699, -0.0012219, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
607, 27.6692, -0.000722706, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
608, 27.6695, 0.000277534, 0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
609, 27.6687, -0.000722706, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
610, 27.668, -0.000722706, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
611, 27.6673, -0.000722706, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
612, 27.6666, -0.000722706, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
613, 27.6659, -0.000722706, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
614, 27.6651, -0.000722706, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
615, 27.6649, -0.000221655, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
616, 27.6652, 0.000275671, 0.000497326, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
617, 27.666, 0.000776723, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
618, 27.6672, 0.00127964, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
619, 27.6685, 0.00127591, -3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
620, 27.6708, 0.00227802, 0.0010021, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
621, 27.6731, 0.00227802, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
622, 27.6754, 0.00227615, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
623, 27.6781, 0.0027772, 0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
624, 27.6804, 0.00227802, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
625, 27.6822, 0.00177696, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
626, 27.6835, 0.00127777, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
627, 27.6842, 0.000778586, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
628, 27.6845, 0.000275671, -0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
629, 27.6823, -0.00222214, -0.00249781, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
630, 27.6781, -0.00422262, -0.00200048, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
631, 27.6738, -0.00422262, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
632, 27.6696, -0.00422448, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
633, 27.6659, -0.0037197, 0.000504777, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
634, 27.6632, -0.00272319, 0.000996515, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
635, 27.662, -0.00122376, 0.00149943, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
636, 27.6632, 0.00127777, 0.00250153, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
637, 27.666, 0.0027772, 0.00149943, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
638, 27.6693, 0.00327639, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
639, 27.6726, 0.00327826, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
640, 27.6753, 0.0027772, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
641, 27.6771, 0.00177696, -0.00100024, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
642, 27.6779, 0.000778586, -0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
643, 27.6762, -0.00172295, -0.00250153, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
644, 27.674, -0.002224, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
645, 27.6722, -0.00172108, 0.000502914, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
646, 27.6715, -0.000722706, 0.000998378, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
647, 27.6713, -0.000223517, 0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
648, 27.6711, -0.000221655, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
649, 27.6723, 0.00127591, 0.00149757, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
650, 27.6751, 0.0027772, 0.00150129, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
651, 27.6779, 0.00277907, 1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
652, 27.6807, 0.0027772, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
653, 27.6834, 0.00277534, -1.86265e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
654, 27.6857, 0.00227988, -0.000495464, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
655, 27.6865, 0.000776723, -0.00150315, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
656, 27.6873, 0.000776723, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
657, 27.6876, 0.000277534, -0.000499189, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
658, 27.6873, -0.000223517, -0.000501052, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
659, 27.6871, -0.000223517, 0, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
660, 27.6869, -0.000219792, 3.72529e-06, -0.0145007, 275, 0.0339933, 426, -0.0135005, 576
