0.0285712, ,,,,,,,,,,,,,,,,,,,,,,
0.0285771,5.90E-06,,,,,,,,,,,,,,,,,,,,,,
0.0285795,2.40E-06,-3.50E-06,,,,,,,,,,,,,,,,,,,,,
0.0285814,1.90E-06,-5.00E-07,,,,,,,,,,,,,,,,,,,,,
0.0285693,-1.21E-05,-1.40E-05,,0.028571922,,,,,,,,,,,,,,,,,,,
0.0285681,-1.20E-06,1.09E-05,,0.028571367,-5.55556E-07,,,,,,,,,,,,,,,,,,
0.0285675,-6.00E-07,6.00E-07,,0.028570089,-1.27778E-06,,,,,,,,,,,,,,,,,,
0.0285669,-6.00E-07,0,,0.028568533,-1.55556E-06,,,,,,,,,,,,,,,,,,
0.0285663,-6.00E-07,0,,0.028566756,-1.77778E-06,,,,,,,,,,,,,,,,,,
0.0285662,-1.00E-07,5.00E-07,,0.028566256,-5E-07,-8.46914E-07,,,,,,,,,,,,,,,,,
0.0285656,-6.00E-07,-5.00E-07,,0.028565822,-4.33333E-07,-8.16049E-07,3.08642E-08,,,,,,,,,,,,,,,,
0.0285655,-1.00E-07,5.00E-07,,0.028565278,-5.44444E-07,-6.67901E-07,1.48148E-07,,,,,,,,,,,,,,,,
0.0285654,-1.00E-07,0,,0.028564733,-5.44444E-07,-4.64198E-07,2.03704E-07,,,,,,,,,,,,,,,,
0.0285648,-6.00E-07,-5.00E-07,,0.0285643,-4.33333E-07,-2.35802E-07,2.28395E-07,,,,,,,,,,,,,,,,
0.0285642,-6.00E-07,0,,0.028564022,-2.77778E-07,-1.74074E-07,6.17284E-08,6.73525E-08,,,,,,,,,,,,,,,
0.0285626,-1.60E-06,-1.00E-06,,0.028564078,5.55556E-08,-1.50617E-07,2.34568E-08,4.69136E-08,,,,,,,,,,,,,,,
0.028562,-6.00E-07,1.00E-06,,0.028564356,2.77778E-07,-1.33333E-07,1.7284E-08,2.46914E-09,,,,,,,,,,,,,,,
0.0285624,4.00E-07,1.00E-06,,0.028564633,2.77778E-07,-1.59259E-07,-2.59259E-08,-5.50069E-08,,,,,,,,,,,,,,,
0.0285637,1.30E-06,9.00E-07,,0.028564689,5.55556E-08,-2.40741E-07,-8.14815E-08,-1.14678E-07,,,,,,,,,,,,,,,
0.0285661,2.40E-06,1.10E-06,,0.028564467,-2.22222E-07,-3.93827E-07,-1.53086E-07,-1.48285E-07,,,,,,,,,,,,,,,
0.028568,1.90E-06,-5.00E-07,,0.028564078,-3.88889E-07,-6.45679E-07,-2.51852E-07,-1.68038E-07,,,,,,,,,,,,,,,
0.0285679,-1.00E-07,-2.00E-06,,0.0285633,-7.77778E-07,-9.59259E-07,-3.1358E-07,-1.78189E-07,,,,,,,,,,,,,,,
0.0285653,-2.60E-06,-2.50E-06,,0.028562133,-1.16667E-06,-1.2679E-06,-3.08642E-07,-1.72565E-07,,,,,,,,,,,,,,,
