J, Z, Average Z, D Avg Z, Avg D Avg Z, D Avg D Avg Z, Avg DD Avg Z
228, 0.0251244, 0.0251139, -0.000111922, -0.000108641, -7.85705e-08, -1.08729e-08
229, 0.0249951, 0.0250018, -0.00011204, -0.0001086, 4.12514e-08, 6.12885e-08
230, 0.0248755, 0.0248914, -0.000110449, -0.000108345, 2.55356e-07, 1.34757e-07
231, 0.0247652, 0.024783, -0.000108357, -0.00010795, 3.94856e-07, 1.84391e-07
232, 0.0246584, 0.0246759, -0.00010709, -0.000107547, 4.02696e-07, 2.02334e-07
233, 0.0245495, 0.0245692, -0.000106765, -0.000107219, 3.28057e-07, 2.02204e-07
234, 0.0244369, 0.0244625, -0.000106677, -0.000106925, 2.94662e-07, 2.00894e-07
235, 0.0243236, 0.0243559, -0.000106589, -0.000106575, 3.49672e-07, 2.03121e-07
236, 0.0242208, 0.0242504, -0.000105469, -0.000106109, 4.65587e-07, 2.07572e-07
237, 0.0241334, 0.0241469, -0.000103583, -0.000105632, 4.7735e-07, 1.98667e-07
238, 0.0240492, 0.0240445, -0.000102404, -0.000105341, 2.9073e-07, 1.63572e-07
239, 0.0239553, 0.0239418, -0.000102699, -0.000105306, 3.53654e-08, 1.10138e-07
240, 0.0238543, 0.0238377, -0.000104025, -0.0001054, -9.42912e-08, 5.90638e-08
241, 0.023751, 0.0237326, -0.000105145, -0.000105481, -8.05491e-08, 2.51443e-08
242, 0.023646, 0.0236272, -0.00010541, -0.000105516, -3.53571e-08, 4.32189e-09
243, 0.0235424, 0.0235222, -0.000104938, -0.000105528, -1.1805e-08, -1.65011e-08
244, 0.0234413, 0.0234174, -0.00010488, -0.00010562, -9.23293e-08, -4.81953e-08
245, 0.0233394, 0.0233113, -0.000106088, -0.000105891, -2.71069e-07, -8.25066e-08
246, 0.0232247, 0.0232034, -0.000107826, -0.000106298, -4.06644e-07, -9.78289e-08
247, 0.0230981, 0.0230949, -0.000108504, -0.000106661, -3.63423e-07, -8.46022e-08
248, 0.0229723, 0.022987, -0.000107974, -0.000106842, -1.80735e-07, -5.88022e-08
249, 0.0228558, 0.0228798, -0.000107207, -0.00010686, -1.76744e-08, -3.91569e-08
250, 0.0227495, 0.022773, -0.000106766, -0.000106822, 3.73274e-08, -2.81566e-08
251, 0.0226476, 0.0226661, -0.000106854, -0.000106832, -9.82649e-09, -2.01657e-08
252, 0.0225421, 0.0225585, -0.000107649, -0.00010687, -3.73191e-08, -5.10392e-09
253, 0.0224318, 0.02245, -0.000108504, -0.000106809, 6.08961e-08, 2.73723e-08
254, 0.0223277, 0.0223418, -0.00010815, -0.000106575, 2.33766e-07, 7.596e-08
255, 0.0222347, 0.0222351, -0.000106736, -0.000106282, 2.92708e-07, 1.23238e-07
256, 0.0221429, 0.0221297, -0.00010541, -0.000106068, 2.1413e-07, 1.53361e-07
257, 0.0220445, 0.0220248, -0.00010485, -0.000105938, 1.29648e-07, 1.66064e-07
258, 0.0219396, 0.0219198, -0.000105086, -0.00010583, 1.08058e-07, 1.73267e-07
259, 0.0218266, 0.0218143, -0.000105439, -0.000105697, 1.33597e-07, 1.8872e-07
260, 0.0217119, 0.0217091, -0.000105174, -0.000105481, 2.16075e-07, 2.14389e-07
261, 0.0216025, 0.0216048, -0.00010432, -0.000105158, 3.22171e-07, 2.40319e-07
262, 0.021497, 0.0215007, -0.000104113, -0.000104813, 3.45748e-07, 2.58261e-07
263, 0.0213911, 0.0213959, -0.000104762, -0.000104542, 2.71102e-07, 2.8e-07
264, 0.021283, 0.0212907, -0.000105263, -0.000104369, 1.72878e-07, 3.22562e-07
265, 0.0211732, 0.0211855, -0.000105145, -0.000104223, 1.45369e-07, 3.89878e-07
266, 0.021066, 0.0210807, -0.00010485, -0.000104001, 2.21978e-07, 4.75658e-07
267, 0.0209645, 0.0209763, -0.000104408, -0.000103654, 3.47702e-07, 5.76629e-07
268, 0.020867, 0.0208726, -0.000103671, -0.000103204, 4.49858e-07, 6.90698e-07
269, 0.020766, 0.0207696, -0.000102964, -0.000102701, 5.02898e-07, 8.15635e-07
270, 0.0206632, 0.020667, -0.000102669, -0.000102082, 6.18787e-07, 9.57467e-07
271, 0.020564, 0.0205642, -0.000102817, -0.00010123, 8.52562e-07, 1.12693e-06
272, 0.0204674, 0.0204615, -0.000102669, -0.00010009, 1.13938e-06, 1.33005e-06
273, 0.0203668, 0.0203597, -0.000101756, -9.86954e-05, 1.39476e-06, 1.56016e-06
274, 0.0202605, 0.0202595, -0.000100224, -9.70473e-05, 1.64816e-06, 1.8044e-06
275, 0.0201568, 0.0201611, -9.84264e-05, -9.51202e-05, 1.92712e-06, 2.05428e-06
276, 0.020058, 0.0200643, -9.67762e-05, -9.29239e-05, 2.19623e-06, 2.30795e-06
277, 0.019957, 0.0199695, -9.48315e-05, -9.04507e-05, 2.47322e-06, 2.56896e-06
278, 0.0198489, 0.0198775, -9.19732e-05, -8.76376e-05, 2.81308e-06, 2.83128e-06
279, 0.019743, 0.0197893, -8.81719e-05, -8.44179e-05, 3.21971e-06, 3.08037e-06
280, 0.0196468, 0.0197051, -8.42233e-05, -8.0821e-05, 3.59688e-06, 3.30406e-06
281, 0.0195626, 0.019625, -8.01275e-05, -7.69354e-05, 3.88566e-06, 3.5022e-06
282, 0.0194881, 0.0195495, -7.55013e-05, -7.28395e-05, 4.09586e-06, 3.67442e-06
283, 0.0194154, 0.0194787, -7.07279e-05, -6.85845e-05, 4.25499e-06, 3.81625e-06
284, 0.0193435, 0.0194129, -6.58659e-05, -6.41665e-05, 4.41803e-06, 3.92626e-06
285, 0.0192836, 0.0193524, -6.04733e-05, -5.96129e-05, 4.55358e-06, 4.00196e-06
286, 0.0192414, 0.0192979, -5.45211e-05, -5.5024e-05, 4.58894e-06, 4.03575e-06
