J, Z, Average Z, D Avg Z, Avg D Avg Z, D Avg D Avg Z, Avg DD Avg Z
34,0.0102012,0.0102011,-1.98E-06,-1.99E-06,-4.26E-07,-4.40E-07
35,0.0101989,0.0101987,-2.37E-06,-2.44E-06,-4.53E-07,-4.63E-07
36,0.0101967,0.0101961,-2.67E-06,-2.94E-06,-4.97E-07,-4.77E-07
37,0.010194,0.010193,-3.11E-06,-3.48E-06,-5.46E-07,-4.83E-07
38,0.0101917,0.0101892,-3.80E-06,-4.04E-06,-5.62E-07,-4.72E-07
39,0.0101885,0.0101847,-4.49E-06,-4.59E-06,-5.51E-07,-4.35E-07
40,0.010184,0.0101794,-5.27E-06,-5.10E-06,-5.02E-07,-3.71E-07
41,0.0101778,0.0101734,-6.06E-06,-5.52E-06,-4.26E-07,-2.76E-07
42,0.0101698,0.0101667,-6.65E-06,-5.81E-06,-2.89E-07,-1.52E-07
43,0.0101608,0.0101598,-6.94E-06,-5.90E-06,-9.28E-08,-8.48E-09
44,0.0101515,0.0101529,-6.89E-06,-5.77E-06,1.31E-07,1.43E-07
45,0.0101422,0.0101464,-6.50E-06,-5.42E-06,3.55E-07,2.89E-07
46,0.0101341,0.0101407,-5.71E-06,-4.85E-06,5.68E-07,4.17E-07
47,0.0101292,0.010136,-4.63E-06,-4.12E-06,7.31E-07,5.14E-07
48,0.0101265,0.0101327,-3.31E-06,-3.31E-06,8.13E-07,5.68E-07
49,0.0101255,0.0101306,-2.08E-06,-2.50E-06,8.08E-07,5.71E-07
50,0.0101264,0.0101297,-9.49E-07,-1.77E-06,7.31E-07,5.26E-07
51,0.0101281,0.0101296,-6.46E-08,-1.18E-06,5.84E-07,4.35E-07
52,0.0101311,0.01013,3.77E-07,-7.90E-07,3.93E-07,3.09E-07
53,0.0101328,0.0101304,3.78E-07,-6.32E-07,1.58E-07,1.64E-07
54,0.0101336,0.0101305,8.30E-08,-6.81E-07,-4.91E-08,1.88E-08
55,0.0101335,0.01013,-4.58E-07,-9.32E-07,-2.51E-07,-1.15E-07
56,0.0101326,0.0101289,-1.10E-06,-1.34E-06,-4.09E-07,-2.31E-07
57,0.0101299,0.010127,-1.88E-06,-1.83E-06,-4.91E-07,-3.24E-07
58,0.0101263,0.0101245,-2.52E-06,-2.33E-06,-4.97E-07,-3.89E-07
59,0.0101222,0.0101213,-3.21E-06,-2.80E-06,-4.75E-07,-4.27E-07
60,0.0101182,0.0101176,-3.75E-06,-3.26E-06,-4.58E-07,-4.37E-07
61,0.0101141,0.0101135,-4.04E-06,-3.71E-06,-4.48E-07,-4.26E-07
62,0.0101101,0.0101094,-4.09E-06,-4.13E-06,-4.20E-07,-4.06E-07
63,0.0101047,0.0101052,-4.19E-06,-4.52E-06,-3.93E-07,-3.88E-07
64,0.0100998,0.0101006,-4.58E-06,-4.87E-06,-3.44E-07,-3.67E-07
65,0.0100962,0.0100955,-5.12E-06,-5.18E-06,-3.11E-07,-3.33E-07
66,0.010093,0.0100899,-5.66E-06,-5.49E-06,-3.11E-07,-2.81E-07
67,0.0100886,0.0100838,-6.06E-06,-5.82E-06,-3.28E-07,-2.13E-07
68,0.010081,0.0100775,-6.30E-06,-6.11E-06,-2.89E-07,-1.34E-07
69,0.0100721,0.0100709,-6.55E-06,-6.26E-06,-1.53E-07,-4.61E-08
70,0.0100632,0.0100641,-6.84E-06,-6.24E-06,2.18E-08,5.09E-08
71,0.0100556,0.0100571,-7.04E-06,-6.05E-06,1.86E-07,1.61E-07
72,0.010048,0.0100503,-6.79E-06,-5.73E-06,3.22E-07,2.82E-07
73,0.0100409,0.0100443,-5.96E-06,-5.28E-06,4.48E-07,3.99E-07
74,0.0100346,0.0100394,-4.93E-06,-4.72E-06,5.62E-07,4.89E-07
75,0.0100297,0.0100354,-3.99E-06,-4.04E-06,6.77E-07,5.45E-07
76,0.0100274,0.0100322,-3.16E-06,-3.28E-06,7.64E-07,5.69E-07
77,0.0100273,0.0100299,-2.28E-06,-2.52E-06,7.64E-07,5.63E-07
78,0.0100277,0.0100285,-1.49E-06,-1.85E-06,6.60E-07,5.28E-07
79,0.0100272,0.0100277,-7.52E-07,-1.33E-06,5.24E-07,4.66E-07
80,0.0100271,0.0100275,-1.63E-07,-9.33E-07,3.98E-07,3.77E-07
81,0.0100275,0.0100276,8.30E-08,-6.65E-07,2.67E-07,2.67E-07
82,0.0100275,0.0100276,-1.55E-08,-5.34E-07,1.31E-07,1.53E-07
83,0.0100278,0.0100274,-2.12E-07,-5.29E-07,5.47E-09,5.22E-08
84,0.0100282,0.010027,-4.09E-07,-6.49E-07,-1.20E-07,-2.97E-08
85,0.0100282,0.0100262,-7.52E-07,-8.72E-07,-2.24E-07,-9.22E-08
86,0.0100272,0.0100251,-1.10E-06,-1.14E-06,-2.67E-07,-1.32E-07
87,0.0100258,0.0100237,-1.44E-06,-1.39E-06,-2.46E-07,-1.48E-07
88,0.0100235,0.0100219,-1.83E-06,-1.60E-06,-2.13E-07,-1.43E-07
89,0.0100204,0.0100197,-2.18E-06,-1.76E-06,-1.64E-07,-1.15E-07
90,0.0100177,0.0100174,-2.32E-06,-1.85E-06,-8.73E-08,-7.28E-08
91,0.0100145,0.0100151,-2.23E-06,-1.87E-06,-1.63E-08,-2.85E-08
92,0.0100113,0.010013,-2.13E-06,-1.81E-06,5.46E-08,5.48E-09
93,0.0100086,0.0100111,-1.88E-06,-1.69E-06,1.26E-07,2.91E-08
94,0.0100072,0.0100096,-1.54E-06,-1.53E-06,1.58E-07,3.76E-08
95,0.0100072,0.0100083,-1.24E-06,-1.40E-06,1.31E-07,2.67E-08
96,0.0100067,0.0100074,-9.49E-07,-1.34E-06,6.00E-08,-1.22E-09
97,0.0100066,0.0100067,-7.03E-07,-1.34E-06,-4.60E-11,-4.61E-08
98,0.0100065,0.0100059,-7.52E-07,-1.42E-06,-8.73E-08,-1.06E-07
99,0.0100065,0.0100048,-1.15E-06,-1.61E-06,-1.86E-07,-1.70E-07
100,0.010006,0.0100031,-1.69E-06,-1.88E-06,-2.67E-07,-2.26E-07
101,0.010005,0.010001,-2.13E-06,-2.23E-06,-3.49E-07,-2.70E-07
102,0.0100019,0.00999832,-2.67E-06,-2.64E-06,-4.15E-07,-3.04E-07
103,0.00999693,0.00999511,-3.21E-06,-3.06E-06,-4.15E-07,-3.23E-07
104,0.009992,0.00999146,-3.65E-06,-3.43E-06,-3.77E-07,-3.28E-07
105,0.00998751,0.00998737,-4.09E-06,-3.77E-06,-3.33E-07,-3.22E-07
106,0.00998259,0.00998293,-4.44E-06,-4.07E-06,-3.06E-07,-3.01E-07
107,0.00997766,0.00997844,-4.49E-06,-4.33E-06,-2.62E-07,-2.67E-07
108,0.00997361,0.00997391,-4.53E-06,-4.56E-06,-2.29E-07,-2.31E-07
109,0.00996913,0.00996923,-4.68E-06,-4.78E-06,-2.13E-07,-1.95E-07
110,0.00996509,0.00996435,-4.88E-06,-4.94E-06,-1.64E-07,-1.57E-07
111,0.00996148,0.00995932,-5.03E-06,-5.05E-06,-1.09E-07,-1.15E-07
112,0.00995611,0.00995405,-5.27E-06,-5.14E-06,-8.74E-08,-7.10E-08
113,0.00994986,0.00994848,-5.57E-06,-5.18E-06,-4.91E-08,-2.00E-08
114,0.00994361,0.00994292,-5.57E-06,-5.18E-06,5.45E-09,3.88E-08
115,0.00993735,0.0099375,-5.42E-06,-5.11E-06,7.09E-08,9.58E-08
116,0.00993021,0.00993223,-5.27E-06,-4.97E-06,1.36E-07,1.49E-07
117,0.00992351,0.00992725,-4.98E-06,-4.74E-06,2.29E-07,2.01E-07
118,0.00991903,0.00992262,-4.63E-06,-4.43E-06,3.17E-07,2.52E-07
119,0.00991631,0.00991837,-4.24E-06,-4.08E-06,3.49E-07,3.00E-07
120,0.00991404,0.00991458,-3.80E-06,-3.71E-06,3.66E-07,3.42E-07
121,0.00991132,0.00991137,-3.21E-06,-3.32E-06,3.88E-07,3.78E-07
122,0.00990816,0.00990865,-2.72E-06,-2.91E-06,4.09E-07,3.99E-07
123,0.00990544,0.00990623,-2.42E-06,-2.48E-06,4.31E-07,4.07E-07
124,0.00990317,0.0099041,-2.13E-06,-2.03E-06,4.53E-07,4.10E-07
125,0.00990134,0.00990232,-1.78E-06,-1.57E-06,4.58E-07,4.05E-07
126,0.00989906,0.00990102,-1.29E-06,-1.15E-06,4.20E-07,3.88E-07
127,0.00989723,0.00990027,-7.52E-07,-7.63E-07,3.88E-07,3.54E-07
128,0.00989716,0.00990011,-1.63E-07,-3.87E-07,3.77E-07,3.04E-07
129,0.00989798,0.00990044,3.28E-07,-6.46E-08,3.22E-07,2.35E-07
130,0.00989969,0.00990101,5.74E-07,1.65E-07,2.29E-07,1.55E-07
131,0.00990139,0.00990178,7.71E-07,2.74E-07,1.09E-07,7.28E-08
132,0.00990398,0.00990275,9.67E-07,2.52E-07,-2.18E-08,-9.70E-09
133,0.00990612,0.00990352,7.71E-07,8.82E-08,-1.64E-07,-9.16E-08
134,0.0099065,0.0099038,2.79E-07,-1.79E-07,-2.67E-07,-1.59E-07
135,0.00990599,0.00990349,-3.10E-07,-4.96E-07,-3.17E-07,-2.05E-07
136,0.00990593,0.00990254,-9.49E-07,-8.51E-07,-3.55E-07,-2.24E-07
137,0.0099041,0.0099009,-1.64E-06,-1.21E-06,-3.60E-07,-2.16E-07
138,0.0099005,0.00989883,-2.08E-06,-1.50E-06,-2.89E-07,-1.80E-07
139,0.00989689,0.00989655,-2.28E-06,-1.68E-06,-1.80E-07,-1.25E-07
140,0.00989285,0.00989413,-2.42E-06,-1.75E-06,-6.55E-08,-6.25E-08
141,0.00988925,0.00989185,-2.28E-06,-1.69E-06,5.46E-08,6.07E-09
142,0.00988742,0.00989002,-1.83E-06,-1.53E-06,1.64E-07,6.97E-08
143,0.00988602,0.00988868,-1.34E-06,-1.30E-06,2.24E-07,1.16E-07
144,0.00988419,0.00988778,-8.99E-07,-1.06E-06,2.46E-07,1.43E-07
145,0.00988545,0.00988732,-4.58E-07,-7.96E-07,2.62E-07,1.49E-07
146,0.0098876,0.00988716,-1.63E-07,-5.83E-07,2.13E-07,1.29E-07
147,0.00988842,0.00988709,-6.46E-08,-4.52E-07,1.31E-07,8.31E-08
148,0.0098888,0.00988703,-6.46E-08,-3.92E-07,6.00E-08,1.45E-08
149,0.00988873,0.00988696,-6.46E-08,-4.08E-07,-1.64E-08,-7.40E-08
150,0.00988778,0.00988661,-3.59E-07,-5.34E-07,-1.26E-07,-1.83E-07
151,0.00988683,0.00988595,-6.54E-07,-7.80E-07,-2.46E-07,-3.04E-07
152,0.00988544,0.00988515,-8.02E-07,-1.17E-06,-3.93E-07,-4.37E-07
153,0.00988361,0.0098841,-1.05E-06,-1.72E-06,-5.51E-07,-5.83E-07
154,0.00988222,0.00988251,-1.59E-06,-2.44E-06,-7.20E-07,-7.44E-07
155,0.00988171,0.00988014,-2.37E-06,-3.32E-06,-8.79E-07,-9.13E-07
156,0.00988121,0.00987654,-3.60E-06,-4.38E-06,-1.06E-06,-1.10E-06
157,0.00987937,0.00987151,-5.03E-06,-5.64E-06,-1.26E-06,-1.30E-06
158,0.00987445,0.00986496,-6.55E-06,-7.11E-06,-1.46E-06,-1.54E-06
159,0.00986642,0.0098567,-8.27E-06,-8.75E-06,-1.65E-06,-1.82E-06
160,0.00985442,0.00984651,-1.02E-05,-1.06E-05,-1.89E-06,-2.16E-06
161,0.00984021,0.00983436,-1.21E-05,-1.29E-05,-2.22E-06,-2.58E-06
162,0.00982467,0.00982015,-1.42E-05,-1.55E-05,-2.68E-06,-3.08E-06
163,0.0098078,0.00980373,-1.64E-05,-1.88E-05,-3.27E-06,-3.67E-06
164,0.00979005,0.00978436,-1.94E-05,-2.28E-05,-3.99E-06,-4.32E-06
165,0.00977186,0.00976076,-2.36E-05,-2.76E-05,-4.83E-06,-5.00E-06
166,0.00975146,0.00973161,-2.91E-05,-3.34E-05,-5.76E-06,-5.67E-06
167,0.00972664,0.00969564,-3.60E-05,-4.01E-05,-6.70E-06,-6.29E-06
168,0.00969209,0.00965146,-4.42E-05,-4.76E-05,-7.50E-06,-6.78E-06
169,0.00964206,0.00959785,-5.36E-05,-5.56E-05,-8.05E-06,-7.11E-06
170,0.00957789,0.00953383,-6.40E-05,-6.39E-05,-8.29E-06,-7.22E-06
171,0.0095009,0.00945929,-7.45E-05,-7.21E-05,-8.19E-06,-7.08E-06
172,0.0094102,0.00937537,-8.39E-05,-7.99E-05,-7.75E-06,-6.69E-06
173,0.00930756,0.00928354,-9.18E-05,-8.68E-05,-6.95E-06,-6.08E-06
174,0.00919564,0.00918537,-9.82E-05,-9.26E-05,-5.82E-06,-5.32E-06
175,0.00908062,0.00908249,-0.000102882,-9.71E-05,-4.48E-06,-4.45E-06
176,0.00897136,0.00897676,-0.000105732,-0.000100279,-3.16E-06,-3.54E-06
177,0.00886562,0.00887005,-0.000106714,-0.000102347,-2.07E-06,-2.65E-06
178,0.00875857,0.00876407,-0.000105977,-0.000103526,-1.18E-06,-1.86E-06
179,0.00865195,0.00865976,-0.000104307,-0.000104001,-4.75E-07,-1.22E-06
180,0.00854931,0.00855678,-0.00010298,-0.000103979,2.18E-08,-7.63E-07
181,0.00844977,0.00845424,-0.000102538,-0.000103734,2.46E-07,-4.71E-07
182,0.00835377,0.0083518,-0.00010244,-0.000103543,1.91E-07,-3.01E-07
183,0.00825688,0.00824936,-0.00010244,-0.000103614,-7.10E-08,-2.25E-07
184,0.0081538,0.00814668,-0.000102686,-0.000103985,-3.71E-07,-2.18E-07
185,0.00804851,0.00804316,-0.000103521,-0.00010452,-5.35E-07,-2.54E-07
186,0.00794366,0.00793816,-0.000104995,-0.00010506,-5.40E-07,-2.86E-07
187,0.00783661,0.00783155,-0.000106616,-0.000105551,-4.91E-07,-2.63E-07
188,0.00772778,0.0077239,-0.000107647,-0.000105966,-4.15E-07,-1.60E-07
189,0.00761763,0.0076161,-0.000107795,-0.000106261,-2.95E-07,1.70E-08
190,0.00750482,0.0075087,-0.000107402,-0.000106305,-4.37E-08,2.25E-07
191,0.00739423,0.00740184,-0.000106861,-0.000105912,3.93E-07,4.26E-07
192,0.00728805,0.00729567,-0.000106174,-0.000105049,8.62E-07,6.07E-07
193,0.00718365,0.00719033,-0.000105339,-0.000103832,1.22E-06,7.68E-07
194,0.00708189,0.00708641,-0.000103914,-0.000102495,1.34E-06,8.97E-07
195,0.00698191,0.00698496,-0.000101458,-0.000101229,1.27E-06,9.48E-07
196,0.00688104,0.0068861,-9.89E-05,-0.000100088,1.14E-06,8.70E-07
197,0.00677973,0.00678941,-9.67E-05,-9.91E-05,1.04E-06,6.61E-07
198,0.0066824,0.00669365,-9.58E-05,-9.82E-05,8.62E-07,3.61E-07
199,0.0065917,0.00659764,-9.60E-05,-9.78E-05,4.15E-07,3.88E-08
200,0.00650454,0.00650105,-9.66E-05,-9.81E-05,-3.11E-07,-2.61E-07
201,0.00641782,0.00640421,-9.68E-05,-9.91E-05,-1.02E-06,-5.28E-07
202,0.00632181,0.00630663,-9.76E-05,-0.000100579,-1.48E-06,-7.79E-07
203,0.00621785,0.00620645,-0.000100181,-0.000102145,-1.57E-06,-9.94E-07
204,0.00611256,0.0061022,-0.000104258,-0.000103575,-1.43E-06,-1.11E-06
205,0.00600948,0.0059942,-0.000107991,-0.000104842,-1.27E-06,-1.08E-06
206,0.00590154,0.0058842,-0.000110005,-0.000106059,-1.22E-06,-9.30E-07
207,0.00578078,0.00577434,-0.000109858,-0.000107134,-1.08E-06,-7.28E-07
208,0.00565338,0.00566547,-0.000108876,-0.00010774,-6.06E-07,-5.42E-07
209,0.00553262,0.00555747,-0.000107991,-0.000107778,-3.82E-08,-3.99E-07
210,0.00542777,0.00544968,-0.000107795,-0.000107467,3.11E-07,-2.91E-07
211,0.00533309,0.00534242,-0.000107254,-0.000107129,3.38E-07,-1.86E-07
212,0.00523797,0.00523679,-0.000105633,-0.00010702,1.09E-07,-1.01E-07
213,0.00514064,0.00513219,-0.000104602,-0.000107167,-1.47E-07,-7.70E-08
214,0.00503933,0.005027,-0.000105191,-0.000107462,-2.95E-07,-1.00E-07
215,0.00493625,0.00492004,-0.00010696,-0.000107729,-2.67E-07,-1.27E-07
216,0.00483008,0.00481116,-0.000108875,-0.00010804,-3.11E-07,-1.17E-07
217,0.00471197,0.00470096,-0.000110202,-0.000108433,-3.93E-07,-4.91E-08
218,0.0045859,0.00459032,-0.000110644,-0.000108679,-2.46E-07,7.10E-08
219,0.00446513,0.00448012,-0.000110202,-0.000108608,7.09E-08,2.12E-07
220,0.00435321,0.00437006,-0.000110054,-0.000108182,4.26E-07,3.37E-07
221,0.00424615,0.00426089,-0.00010917,-0.000107462,7.20E-07,4.63E-07
222,0.00414484,0.00415408,-0.000106812,-0.000106528,9.33E-07,5.78E-07
223,0.00404751,0.00404953,-0.000104553,-0.000105557,9.72E-07,6.38E-07
224,0.00394576,0.0039464,-0.000103128,-0.000104694,8.62E-07,6.36E-07
225,0.00384755,0.00384401,-0.000102391,-0.00010387,8.24E-07,5.76E-07
226,0.00375066,0.00374221,-0.000101801,-0.000103232,6.39E-07,4.66E-07
227,0.00364492,0.00364031,-0.0001019,-0.000102937,2.95E-07,3.13E-07
228,0.00353698,0.00353787,-0.00010244,-0.000102888,4.91E-08,1.52E-07
229,0.00343169,0.00343523,-0.000102637,-0.000103002,-1.15E-07,8.47E-09
230,0.00332994,0.00333181,-0.000103423,-0.00010327,-2.67E-07,-1.22E-07
231,0.00322775,0.00322765,-0.00010416,-0.000103712,-4.42E-07,-2.14E-07
232,0.00312555,0.00312354,-0.000104111,-0.000104187,-4.75E-07,-2.58E-07
233,0.00302203,0.00301938,-0.00010416,-0.000104618,-4.31E-07,-2.84E-07
234,0.00291674,0.00291458,-0.000104798,-0.000104967,-3.49E-07,-2.97E-07
235,0.00281322,0.0028088,-0.000105781,-0.000105159,-1.91E-07,-2.80E-07
236,0.00270793,0.00270262,-0.000106174,-0.000105262,-1.04E-07,-2.24E-07
237,0.00259954,0.0025963,-0.000106321,-0.000105442,-1.80E-07,-1.57E-07
238,0.00248851,0.00249052,-0.000105781,-0.000105672,-2.29E-07,-9.40E-08
239,0.00237791,0.00238538,-0.000105142,-0.000105792,-1.20E-07,-5.70E-08
240,0.00227218,0.00228029,-0.000105093,-0.000105732,6.01E-08,-5.58E-08
241,0.00216866,0.00217456,-0.000105731,-0.000105601,1.31E-07,-5.94E-08
242,0.00207,0.00206833,-0.000106223,-0.000105464,1.36E-07,-2.30E-08
243,0.00197046,0.00196245,-0.000105879,-0.00010548,-1.64E-08,4.37E-08
244,0.00186738,0.00185721,-0.00010524,-0.000105661,-1.80E-07,1.02E-07
245,0.00175635,0.00175222,-0.000104994,-0.000105797,-1.36E-07,1.32E-07
246,0.00164354,0.00164713,-0.000105093,-0.00010565,1.47E-07,1.48E-07
247,0.0015356,0.0015412,-0.000105928,-0.000105278,3.71E-07,1.68E-07
248,0.00143075,0.00143444,-0.000106763,-0.000104875,4.04E-07,2.22E-07
249,0.00132723,0.00132811,-0.000106321,-0.000104542,3.33E-07,3.08E-07
250,0.00122282,0.00122371,-0.000104405,-0.000104269,2.73E-07,3.77E-07
251,0.00111665,0.00112083,-0.000102882,-0.000103952,3.17E-07,3.77E-07
252,0.00100959,0.00101858,-0.000102244,-0.000103483,4.69E-07,3.24E-07
253,0.000910494,0.000916339,-0.000102244,-0.000102888,5.95E-07,2.61E-07
254,0.000816699,0.000813801,-0.000102539,-0.000102402,4.86E-07,2.04E-07
255,0.000717599,0.000711557,-0.000102244,-0.00010226,1.42E-07,1.53E-07
256,0.000615405,0.000609854,-0.000101703,-0.000102358,-9.82E-08,8.55E-08
257,0.000510558,0.000508446,-0.000101408,-0.000102527,-1.69E-07,-1.15E-08
258,0.000404384,0.000406496,-0.000101949,-0.000102702,-1.75E-07,-1.25E-07
259,0.000302631,0.000303369,-0.000103128,-0.000102888,-1.86E-07,-2.25E-07
260,0.000201322,0.000199602,-0.000103766,-0.000103182,-2.95E-07,-2.83E-07
261,9.69E-05,9.58E-05,-0.000103766,-0.000103586,-4.04E-07,-3.07E-07
262,-7.05E-06,-7.98E-06,-0.000103816,-0.000104012,-4.26E-07,-3.12E-07
263,-0.000111451,-0.000112189,-0.000104209,-0.000104427,-4.15E-07,-2.96E-07
264,-0.000216298,-0.000217085,-0.000104896,-0.000104804,-3.77E-07,-2.58E-07
265,-0.000318492,-0.000322423,-0.000105339,-0.00010512,-3.17E-07,-2.03E-07
266,-0.000423783,-0.000427664,-0.00010524,-0.000105339,-2.18E-07,-1.37E-07
267,-0.000533495,-0.000533346,-0.000105682,-0.000105366,-2.73E-08,-6.55E-08
268,-0.000641434,-0.000639863,-0.000106518,-0.000105213,1.53E-07,3.27E-08
269,-0.000746725,-0.000746479,-0.000106616,-0.000105006,2.07E-07,1.53E-07
270,-0.000850245,-0.000852211,-0.000105732,-0.00010482,1.86E-07,2.60E-07
271,-0.000958188,-0.000956272,-0.000104061,-0.000104602,2.18E-07,3.24E-07
272,-0.00107011,-0.00105911,-0.000102833,-0.000104132,4.69E-07,3.34E-07
273,-0.00117584,-0.00116214,-0.00010303,-0.000103428,7.04E-07,3.14E-07
274,-0.00127008,-0.0012658,-0.000103668,-0.000102779,6.49E-07,3.01E-07
275,-0.00136033,-0.00136908,-0.000103275,-0.000102418,3.60E-07,3.01E-07
276,-0.00145899,-0.00147054,-0.000101458,-0.000102358,6.00E-08,2.75E-07
277,-0.0015687,-0.00157072,-0.00010018,-0.000102391,-3.27E-08,1.76E-07
278,-0.00167974,-0.00167149,-0.00010077,-0.000102298,9.28E-08,3.09E-08
279,-0.00177972,-0.00177398,-0.000102489,-0.000102113,1.86E-07,-9.28E-08
280,-0.00187131,-0.0018775,-0.000103521,-0.000102124,-1.09E-08,-1.59E-07
281,-0.00197173,-0.00198063,-0.000103128,-0.000102544,-4.20E-07,-1.90E-07
282,-0.00208277,-0.00208282,-0.000102195,-0.00010315,-6.06E-07,-2.31E-07
283,-0.00219248,-0.00218482,-0.000101998,-0.000103614,-4.64E-07,-2.98E-07
284,-0.00229202,-0.00228819,-0.000103373,-0.000103848,-2.35E-07,-3.68E-07
285,-0.00238714,-0.00239343,-0.00010524,-0.000104072,-2.24E-07,-3.84E-07
286,-0.00248846,-0.00249907,-0.000105633,-0.000104471,-3.98E-07,-3.20E-07
287,-0.00259772,-0.00260401,-0.000104945,-0.000104984,-5.13E-07,-2.24E-07
288,-0.00271009,-0.00270861,-0.000104602,-0.000105426,-4.42E-07,-1.48E-07
289,-0.00281847,-0.00281415,-0.000105535,-0.000105579,-1.53E-07,-9.28E-08
290,-0.00292243,-0.00292086,-0.000106714,-0.00010542,1.58E-07,-1.82E-08
291,-0.00302728,-0.00302767,-0.000106812,-0.000105169,2.51E-07,9.04E-08
292,-0.0031339,-0.00313365,-0.000105977,-0.000104946,2.24E-07,2.01E-07
293,-0.00324184,-0.0032384,-0.000104749,-0.000104684,2.62E-07,2.75E-07
294,-0.00334757,-0.00334222,-0.000103816,-0.000104236,4.48E-07,2.86E-07
295,-0.00344977,-0.00344559,-0.000103373,-0.000103657,5.79E-07,2.35E-07
296,-0.00355152,-0.00354852,-0.000102931,-0.000103177,4.80E-07,1.56E-07
297,-0.00365283,-0.00365076,-0.000102244,-0.000102948,2.29E-07,6.79E-08
298,-0.00375281,-0.00375227,-0.000101507,-0.000103008,-6.00E-08,-3.76E-08
299,-0.00385279,-0.00385378,-0.000101507,-0.000103308,-3.00E-07,-1.71E-07
300,-0.00395366,-0.00395627,-0.000102489,-0.000103761,-4.53E-07,-3.09E-07
301,-0.00405409,-0.00406018,-0.000103914,-0.000104334,-5.73E-07,-4.04E-07
302,-0.0041554,-0.00416547,-0.00010529,-0.000105022,-6.88E-07,-4.32E-07
303,-0.00426113,-0.00427199,-0.000106518,-0.000105775,-7.53E-07,-4.49E-07
304,-0.00437217,-0.00437944,-0.000107451,-0.000106436,-6.60E-07,-5.37E-07
305,-0.00448674,-0.00448753,-0.000108089,-0.000106812,-3.77E-07,-7.19E-07
306,-0.00460043,-0.00459596,-0.000108433,-0.000106834,-2.18E-08,-9.86E-07
307,-0.00471147,-0.00470425,-0.000108286,-0.000107052,-2.18E-07,-1.33E-06
308,-0.00481985,-0.0048117,-0.000107451,-0.000108144,-1.09E-06,-1.69E-06
309,-0.00492647,-0.00491758,-0.000105879,-0.000110229,-2.09E-06,-2.01E-06
310,-0.00502999,-0.00502169,-0.00010411,-0.000113204,-2.97E-06,-2.25E-06
311,-0.00512997,-0.00512894,-0.000107254,-0.000116954,-3.75E-06,-2.31E-06
312,-0.00522819,-0.00524528,-0.000116342,-0.000120982,-4.03E-06,-1.89E-06
313,-0.00532508,-0.0053715,-0.000126216,-0.00012453,-3.55E-06,-7.33E-07
314,-0.00542373,-0.00550636,-0.000134863,-0.000127068,-2.54E-06,1.21E-06
315,-0.00556572,-0.00564854,-0.000142182,-0.00012763,-5.62E-07,3.91E-06
316,-0.00575855,-0.00579308,-0.00014454,-0.000124088,3.54E-06,7.29E-06
317,-0.0059558,-0.00593247,-0.000139382,-0.000114743,9.34E-06,1.11E-05
318,-0.00614023,-0.00606119,-0.000128722,-9.93E-05,1.54E-05,1.50E-05
